county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Bishop Paiute Tribal Council,2020-07-06,0,0,5,5,0
Alameda County,2020-07-07,652,483,91,91,0
Alpine County,2020-07-07,0,0,0,0,0
Amador County,2020-07-07,0,0,0,0,0
Butte County,2020-07-07,128,128,0,0,0
Calaveras County,2020-07-07,30,26,0,0,0
Colusa County,2020-07-07,0,0,0,0,0
Contra Costa County,2020-07-07,566,444,0,0,0
Del Norte County,2020-07-07,29,29,0,0,0
El Dorado County,2020-07-07,46,39,0,0,0
Fresno County,2020-07-07,305,250,28,28,0
Glenn County,2020-07-07,0,0,0,0,0
Humboldt County,2020-07-07,74,55,15,7,0
Imperial County,2020-07-07,126,118,37,10,0
Inyo County,2020-07-07,10,1,0,0,0
Kern County,2020-07-07,24,24,15,15,0
Kings County,2020-07-07,43,40,0,0,0
Lake County,2020-07-07,0,0,0,0,0
Lassen County,2020-07-07,9,9,0,0,0
Los Angeles County,2020-07-07,4320,3443,651,651,0
Madera County ,2020-07-07,17,17,0,0,0
Marin County ,2020-07-07,197,120,44,7,0
Mariposa County,2020-07-07,44,5,0,0,0
Mendocino County,2020-07-07,91,54,0,0,0
Merced County,2020-07-07,112,48,0,0,0
Modoc County,2020-07-07,2,1,0,0,0
Mono County,2020-07-07,5,0,0,0,0
Monterey County,2020-07-07,108,102,108,15,8
Napa County ,2020-07-07,95,69,18,12,0
Nevada County ,2020-07-07,70,10,0,0,0
Orange County,2020-07-07,666,516,78,78,0
Placer County,2020-07-07,74,46,12,12,0
Plumas County,2020-07-07,6,6,0,0,0
Riverside County,2020-07-07,356,356,15,15,0
Sacramento County,2020-07-07,525,492,63,63,0
San Benito County,2020-07-07,97,84,3,3,0
San Bernardino County,2020-07-07,50,37,20,0,20
San Diego County,2020-07-07,1606,236,44,44,0
San Francisco,2020-07-07,2407,1860,91,91,0
San Joaquin County,2020-07-07,73,66,8,8,0
San Luis Obispo County,2020-07-07,155,0,14,14,0
San Mateo County,2020-07-07,165,165,0,0,0
Santa Barbara County,2020-07-07,128,111,0,0,0
Santa Clara County,2020-07-07,674,456,105,105,0
Santa Cruz County,2020-07-07,149,133,35,0,12
Shasta County,2020-07-07,97,97,0,0,0
Sierra County,2020-07-07,0,0,0,0,0
Siskiyou County,2020-07-07,1,1,6,6,0
Solano County,2020-07-07,200,136,0,0,0
Sonoma County,2020-07-07,170,139,0,0,0
Stanislaus County,2020-07-07,134,111,0,0,0
Sutter County,2020-07-07,21,21,5,5,0
Tehama County,2020-07-07,0,0,5,5,0
Trinity County,2020-07-07,10,0,0,0,0
Tulare County,2020-07-07,113,64,0,0,0
Tuolumne County,2020-07-07,50,34,0,0,0
Ventura County,2020-07-07,388,114,0,0,0
Yolo County,2020-07-07,207,98,0,0,0
Yuba County,2020-07-07,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-07,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-07,0,0,5,5,0
Alameda County,2020-07-08,652,488,91,91,0
Alpine County,2020-07-08,0,0,0,0,0
Amador County,2020-07-08,0,0,0,0,0
Butte County,2020-07-08,128,128,0,0,0
Calaveras County,2020-07-08,30,26,0,0,0
Colusa County,2020-07-08,0,0,0,0,0
Contra Costa County,2020-07-08,566,443,0,0,0
Del Norte County,2020-07-08,28,28,0,0,0
El Dorado County,2020-07-08,46,38,0,0,0
Fresno County,2020-07-08,305,250,28,28,0
Glenn County,2020-07-08,0,0,0,0,0
Humboldt County,2020-07-08,74,55,15,7,0
Imperial County,2020-07-08,126,119,37,10,0
Inyo County,2020-07-08,10,1,0,0,0
Kern County,2020-07-08,24,24,15,15,0
Kings County,2020-07-08,43,41,0,0,0
Lake County,2020-07-08,0,0,0,0,0
Lassen County,2020-07-08,9,9,0,0,0
Los Angeles County,2020-07-08,4320,3437,651,651,0
Madera County ,2020-07-08,17,17,0,0,0
Marin County ,2020-07-08,197,119,44,7,0
Mariposa County,2020-07-08,44,5,0,0,0
Mendocino County,2020-07-08,91,54,0,0,0
Merced County,2020-07-08,112,48,0,0,0
Modoc County,2020-07-08,2,1,0,0,0
Mono County,2020-07-08,5,0,0,0,0
Monterey County,2020-07-08,108,102,108,15,8
Napa County ,2020-07-08,95,69,18,12,0
Nevada County ,2020-07-08,70,10,0,0,0
Orange County,2020-07-08,666,517,78,78,0
Placer County,2020-07-08,74,46,12,12,0
Plumas County,2020-07-08,6,6,0,0,0
Riverside County,2020-07-08,356,356,15,15,0
Sacramento County,2020-07-08,525,492,63,63,0
San Benito County,2020-07-08,97,81,3,3,0
San Bernardino County,2020-07-08,50,37,20,0,20
San Diego County,2020-07-08,1606,230,44,44,0
San Francisco,2020-07-08,2407,1876,91,91,0
San Joaquin County,2020-07-08,73,66,8,8,0
San Luis Obispo County,2020-07-08,155,0,14,14,0
San Mateo County,2020-07-08,164,164,0,0,0
Santa Barbara County,2020-07-08,139,108,0,0,0
Santa Clara County,2020-07-08,674,456,105,105,0
Santa Cruz County,2020-07-08,149,130,35,0,12
Shasta County,2020-07-08,97,97,0,0,0
Sierra County,2020-07-08,0,0,0,0,0
Siskiyou County,2020-07-08,1,1,6,6,0
Solano County,2020-07-08,200,136,0,0,0
Sonoma County,2020-07-08,170,139,0,0,0
Stanislaus County,2020-07-08,133,109,0,0,0
Sutter County,2020-07-08,21,21,5,5,0
Tehama County,2020-07-08,0,0,5,5,0
Trinity County,2020-07-08,10,0,0,0,0
Tulare County,2020-07-08,113,64,0,0,0
Tuolumne County,2020-07-08,50,34,0,0,0
Ventura County,2020-07-08,388,114,0,0,0
Yolo County,2020-07-08,207,106,0,0,0
Yuba County,2020-07-08,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-08,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-08,0,0,5,5,0
Alameda County,2020-07-09,652,492,91,91,0
Alpine County,2020-07-09,0,0,0,0,0
Amador County,2020-07-09,0,0,0,0,0
Butte County,2020-07-09,128,128,0,0,0
Calaveras County,2020-07-09,30,26,0,0,0
Colusa County,2020-07-09,0,0,0,0,0
Contra Costa County,2020-07-09,566,445,0,0,0
Del Norte County,2020-07-09,28,28,0,0,0
El Dorado County,2020-07-09,46,38,0,0,0
Fresno County,2020-07-09,305,250,28,28,0
Glenn County,2020-07-09,0,0,0,0,0
Humboldt County,2020-07-09,74,55,15,7,0
Imperial County,2020-07-09,126,118,37,10,0
Inyo County,2020-07-09,10,1,0,0,0
Kern County,2020-07-09,27,27,15,15,0
Kings County,2020-07-09,43,40,0,0,0
Lake County,2020-07-09,0,0,0,0,0
Lassen County,2020-07-09,9,9,0,0,0
Los Angeles County,2020-07-09,4320,3443,651,651,0
Madera County ,2020-07-09,17,17,0,0,0
Marin County ,2020-07-09,197,119,44,7,0
Mariposa County,2020-07-09,44,5,0,0,0
Mendocino County,2020-07-09,91,52,0,0,0
Merced County,2020-07-09,112,48,0,0,0
Modoc County,2020-07-09,2,1,0,0,0
Mono County,2020-07-09,5,0,0,0,0
Monterey County,2020-07-09,108,102,108,15,8
Napa County ,2020-07-09,101,70,18,12,0
Nevada County ,2020-07-09,70,10,0,0,0
Orange County,2020-07-09,666,519,78,78,0
Placer County,2020-07-09,74,44,12,12,0
Plumas County,2020-07-09,6,6,0,0,0
Riverside County,2020-07-09,354,354,15,15,0
Sacramento County,2020-07-09,525,492,63,63,0
San Benito County,2020-07-09,97,81,3,3,0
San Bernardino County,2020-07-09,50,37,20,0,20
San Diego County,2020-07-09,1606,229,44,44,0
San Francisco,2020-07-09,2407,1873,91,91,0
San Joaquin County,2020-07-09,73,66,8,8,0
San Luis Obispo County,2020-07-09,155,0,14,14,0
San Mateo County,2020-07-09,162,162,0,0,0
Santa Barbara County,2020-07-09,138,107,0,0,0
Santa Clara County,2020-07-09,674,456,105,105,0
Santa Cruz County,2020-07-09,149,129,35,0,12
Shasta County,2020-07-09,97,97,0,0,0
Sierra County,2020-07-09,0,0,0,0,0
Siskiyou County,2020-07-09,3,3,6,6,0
Solano County,2020-07-09,201,136,0,0,0
Sonoma County,2020-07-09,170,139,0,0,0
Stanislaus County,2020-07-09,131,107,0,0,0
Sutter County,2020-07-09,21,21,5,5,0
Tehama County,2020-07-09,0,0,5,5,0
Trinity County,2020-07-09,10,0,0,0,0
Tulare County,2020-07-09,113,64,0,0,0
Tuolumne County,2020-07-09,50,34,0,0,0
Ventura County,2020-07-09,388,114,0,0,0
Yolo County,2020-07-09,207,108,0,0,0
Yuba County,2020-07-09,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-09,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-09,0,0,5,5,0
Alameda County,2020-07-10,652,495,91,91,0
Alpine County,2020-07-10,0,0,0,0,0
Amador County,2020-07-10,0,0,0,0,0
Butte County,2020-07-10,128,128,0,0,0
Calaveras County,2020-07-10,31,20,0,0,0
Colusa County,2020-07-10,0,0,0,0,0
Contra Costa County,2020-07-10,566,444,0,0,0
Del Norte County,2020-07-10,28,28,0,0,0
El Dorado County,2020-07-10,46,38,0,0,0
Fresno County,2020-07-10,305,250,28,28,0
Glenn County,2020-07-10,0,0,0,0,0
Humboldt County,2020-07-10,74,55,15,7,0
Imperial County,2020-07-10,126,118,37,10,0
Inyo County,2020-07-10,10,1,0,0,0
Kern County,2020-07-10,27,27,15,15,0
Kings County,2020-07-10,43,41,0,0,0
Lake County,2020-07-10,0,0,0,0,0
Lassen County,2020-07-10,9,9,0,0,0
Los Angeles County,2020-07-10,4320,3467,651,651,0
Madera County ,2020-07-10,17,17,0,0,0
Marin County ,2020-07-10,197,122,44,7,0
Mariposa County,2020-07-10,44,7,0,0,0
Mendocino County,2020-07-10,91,52,0,0,0
Merced County,2020-07-10,112,48,0,0,0
Modoc County,2020-07-10,2,1,0,0,0
Mono County,2020-07-10,5,0,0,0,0
Monterey County,2020-07-10,105,102,108,15,8
Napa County ,2020-07-10,101,70,18,12,0
Nevada County ,2020-07-10,70,10,0,0,0
Orange County,2020-07-10,666,520,78,78,0
Placer County,2020-07-10,74,47,12,12,0
Plumas County,2020-07-10,6,6,0,0,0
Riverside County,2020-07-10,350,350,15,15,0
Sacramento County,2020-07-10,525,492,63,63,0
San Benito County,2020-07-10,97,96,3,3,0
San Bernardino County,2020-07-10,50,37,20,0,20
San Diego County,2020-07-10,1606,231,44,44,0
San Francisco,2020-07-10,2407,1888,91,91,0
San Joaquin County,2020-07-10,73,65,8,8,0
San Luis Obispo County,2020-07-10,155,0,14,14,0
San Mateo County,2020-07-10,163,163,0,0,0
Santa Barbara County,2020-07-10,137,112,0,0,0
Santa Clara County,2020-07-10,674,456,105,105,0
Santa Cruz County,2020-07-10,149,129,35,0,12
Shasta County,2020-07-10,97,97,0,0,0
Sierra County,2020-07-10,0,0,0,0,0
Siskiyou County,2020-07-10,3,3,6,6,0
Solano County,2020-07-10,201,136,0,0,0
Sonoma County,2020-07-10,170,139,0,0,0
Stanislaus County,2020-07-10,131,105,0,0,0
Sutter County,2020-07-10,21,21,5,5,0
Tehama County,2020-07-10,0,0,5,5,0
Trinity County,2020-07-10,10,0,0,0,0
Tulare County,2020-07-10,113,64,0,0,0
Tuolumne County,2020-07-10,50,34,0,0,0
Ventura County,2020-07-10,271,124,0,0,0
Yolo County,2020-07-10,207,108,0,0,0
Yuba County,2020-07-10,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-10,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-10,0,0,5,5,0
Alameda County,2020-07-13,652,497,91,91,0
Alpine County,2020-07-13,0,0,0,0,0
Amador County,2020-07-13,0,0,0,0,0
Butte County,2020-07-13,128,128,0,0,0
Calaveras County,2020-07-13,31,20,0,0,0
Colusa County,2020-07-13,0,0,0,0,0
Contra Costa County,2020-07-13,566,447,0,0,0
Del Norte County,2020-07-13,28,28,0,0,0
El Dorado County,2020-07-13,46,38,0,0,0
Fresno County,2020-07-13,305,250,28,28,0
Glenn County,2020-07-13,0,0,0,0,0
Humboldt County,2020-07-13,74,52,15,7,0
Imperial County,2020-07-13,126,118,37,10,0
Inyo County,2020-07-13,10,1,0,0,0
Kern County,2020-07-13,28,28,15,15,0
Kings County,2020-07-13,43,43,0,0,0
Lake County,2020-07-13,0,0,0,0,0
Lassen County,2020-07-13,9,9,0,0,0
Los Angeles County,2020-07-13,4320,3474,651,651,0
Madera County ,2020-07-13,17,17,0,0,0
Marin County ,2020-07-13,197,122,44,7,0
Mariposa County,2020-07-13,44,7,0,0,0
Mendocino County,2020-07-13,71,54,0,0,0
Merced County,2020-07-13,112,48,0,0,0
Modoc County,2020-07-13,2,1,0,0,0
Mono County,2020-07-13,5,0,0,0,0
Monterey County,2020-07-13,105,102,108,15,8
Napa County ,2020-07-13,101,70,18,12,0
Nevada County ,2020-07-13,70,10,0,0,0
Orange County,2020-07-13,666,532,78,78,0
Placer County,2020-07-13,74,47,12,12,0
Plumas County,2020-07-13,6,6,0,0,0
Riverside County,2020-07-13,351,351,15,15,0
Sacramento County,2020-07-13,525,492,63,63,0
San Benito County,2020-07-13,97,83,3,3,0
San Bernardino County,2020-07-13,50,37,20,0,20
San Diego County,2020-07-13,1606,229,44,44,0
San Francisco,2020-07-13,2407,1888,91,91,0
San Joaquin County,2020-07-13,73,65,8,8,0
San Luis Obispo County,2020-07-13,155,0,14,14,0
San Mateo County,2020-07-13,163,163,0,0,0
Santa Barbara County,2020-07-13,136,113,0,0,0
Santa Clara County,2020-07-13,674,456,105,81,0
Santa Cruz County,2020-07-13,149,132,35,0,12
Shasta County,2020-07-13,97,97,0,0,0
Sierra County,2020-07-13,0,0,0,0,0
Siskiyou County,2020-07-13,3,3,6,6,0
Solano County,2020-07-13,201,136,0,0,0
Sonoma County,2020-07-13,170,139,24,24,0
Stanislaus County,2020-07-13,129,103,0,0,0
Sutter County,2020-07-13,21,21,5,5,0
Tehama County,2020-07-13,0,0,5,5,0
Trinity County,2020-07-13,10,0,0,0,0
Tulare County,2020-07-13,113,65,0,0,0
Tuolumne County,2020-07-13,50,34,0,0,0
Ventura County,2020-07-13,235,123,0,0,0
Yolo County,2020-07-13,207,112,0,0,0
Yuba County,2020-07-13,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-13,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-13,0,0,5,5,0
Alameda County,2020-07-14,652,509,91,91,0
Alpine County,2020-07-14,0,0,0,0,0
Amador County,2020-07-14,0,0,0,0,0
Butte County,2020-07-14,131,131,0,0,0
Calaveras County,2020-07-14,31,20,0,0,0
Colusa County,2020-07-14,0,0,0,0,0
Contra Costa County,2020-07-14,566,448,0,0,0
Del Norte County,2020-07-14,28,28,0,0,0
El Dorado County,2020-07-14,46,38,0,0,0
Fresno County,2020-07-14,305,250,28,28,0
Glenn County,2020-07-14,0,0,0,0,0
Humboldt County,2020-07-14,74,52,15,7,0
Imperial County,2020-07-14,126,121,37,10,0
Inyo County,2020-07-14,10,1,0,0,0
Kern County,2020-07-14,24,24,15,15,0
Kings County,2020-07-14,43,43,0,0,0
Lake County,2020-07-14,0,0,0,0,0
Lassen County,2020-07-14,9,9,0,0,0
Los Angeles County,2020-07-14,4345,3503,651,651,0
Madera County ,2020-07-14,17,17,0,0,0
Marin County ,2020-07-14,197,122,44,7,0
Mariposa County,2020-07-14,44,5,0,0,0
Mendocino County,2020-07-14,71,54,0,0,0
Merced County,2020-07-14,112,48,0,0,0
Modoc County,2020-07-14,2,1,0,0,0
Mono County,2020-07-14,5,0,0,0,0
Monterey County,2020-07-14,105,102,108,15,8
Napa County ,2020-07-14,101,71,18,12,0
Nevada County ,2020-07-14,70,10,0,0,0
Orange County,2020-07-14,666,549,78,78,0
Placer County,2020-07-14,74,48,12,12,0
Plumas County,2020-07-14,6,6,0,0,0
Riverside County,2020-07-14,350,350,15,15,0
Sacramento County,2020-07-14,525,492,63,63,0
San Benito County,2020-07-14,23,23,3,3,0
San Bernardino County,2020-07-14,50,37,20,0,20
San Diego County,2020-07-14,1606,228,44,44,0
San Francisco,2020-07-14,2407,1885,91,91,0
San Joaquin County,2020-07-14,73,65,8,8,0
San Luis Obispo County,2020-07-14,155,0,14,14,0
San Mateo County,2020-07-14,163,163,0,0,0
Santa Barbara County,2020-07-14,137,119,0,0,0
Santa Clara County,2020-07-14,674,456,105,81,0
Santa Cruz County,2020-07-14,149,131,35,0,12
Shasta County,2020-07-14,97,97,0,0,0
Sierra County,2020-07-14,0,0,0,0,0
Siskiyou County,2020-07-14,3,3,6,6,0
Solano County,2020-07-14,201,136,0,0,0
Sonoma County,2020-07-14,170,139,24,24,0
Stanislaus County,2020-07-14,130,103,0,0,0
Sutter County,2020-07-14,21,21,5,5,0
Tehama County,2020-07-14,0,0,5,5,0
Trinity County,2020-07-14,10,0,0,0,0
Tulare County,2020-07-14,113,67,0,0,0
Tuolumne County,2020-07-14,50,34,0,0,0
Ventura County,2020-07-14,235,123,0,0,0
Yolo County,2020-07-14,167,115,0,0,0
Yuba County,2020-07-14,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-14,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-14,0,0,5,5,0
Alameda County,2020-07-15,652,502,91,91,0
Alpine County,2020-07-15,0,0,0,0,0
Amador County,2020-07-15,0,0,0,0,0
Butte County,2020-07-15,131,131,0,0,0
Calaveras County,2020-07-15,31,20,0,0,0
Colusa County,2020-07-15,0,0,0,0,0
Contra Costa County,2020-07-15,566,453,0,0,0
Del Norte County,2020-07-15,28,28,0,0,0
El Dorado County,2020-07-15,46,38,0,0,0
Fresno County,2020-07-15,305,250,28,28,0
Glenn County,2020-07-15,0,0,0,0,0
Humboldt County,2020-07-15,74,52,15,7,0
Imperial County,2020-07-15,126,122,37,10,0
Inyo County,2020-07-15,10,1,0,0,0
Kern County,2020-07-15,25,25,15,15,0
Kings County,2020-07-15,43,43,0,0,0
Lake County,2020-07-15,0,0,0,0,0
Lassen County,2020-07-15,9,9,0,0,0
Los Angeles County,2020-07-15,4345,3497,651,651,0
Madera County ,2020-07-15,17,17,0,0,0
Marin County ,2020-07-15,197,122,44,7,0
Mariposa County,2020-07-15,44,5,0,0,0
Mendocino County,2020-07-15,92,48,0,0,0
Merced County,2020-07-15,112,48,0,0,0
Modoc County,2020-07-15,2,1,0,0,0
Mono County,2020-07-15,5,0,0,0,0
Monterey County,2020-07-15,105,102,108,15,8
Napa County ,2020-07-15,101,71,18,12,0
Nevada County ,2020-07-15,70,10,0,0,0
Orange County,2020-07-15,666,552,78,78,0
Placer County,2020-07-15,74,48,12,12,0
Plumas County,2020-07-15,6,6,0,0,0
Riverside County,2020-07-15,338,338,15,15,0
Sacramento County,2020-07-15,525,492,63,63,0
San Benito County,2020-07-15,20,20,3,3,0
San Bernardino County,2020-07-15,50,37,20,0,20
San Diego County,2020-07-15,1606,233,44,44,0
San Francisco,2020-07-15,2407,1877,91,91,0
San Joaquin County,2020-07-15,73,64,8,8,0
San Luis Obispo County,2020-07-15,155,0,14,14,0
San Mateo County,2020-07-15,163,163,0,0,0
Santa Barbara County,2020-07-15,137,114,0,0,0
Santa Clara County,2020-07-15,674,456,105,81,0
Santa Cruz County,2020-07-15,149,131,35,0,12
Shasta County,2020-07-15,97,97,0,0,0
Sierra County,2020-07-15,0,0,0,0,0
Siskiyou County,2020-07-15,4,4,6,6,0
Solano County,2020-07-15,201,135,0,0,0
Sonoma County,2020-07-15,170,139,24,24,0
Stanislaus County,2020-07-15,130,108,0,0,0
Sutter County,2020-07-15,21,21,5,5,0
Tehama County,2020-07-15,0,0,5,5,0
Trinity County,2020-07-15,10,0,0,0,0
Tulare County,2020-07-15,113,70,0,0,0
Tuolumne County,2020-07-15,50,34,0,0,0
Ventura County,2020-07-15,331,130,0,0,0
Yolo County,2020-07-15,167,114,0,0,0
Yuba County,2020-07-15,12,9,5,5,0
Wilton Rancheria Tribe,2020-07-15,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-15,0,0,5,5,0
Alameda County,2020-07-16,652,510,91,91,0
Alpine County,2020-07-16,0,0,0,0,0
Amador County,2020-07-16,0,0,0,0,0
Butte County,2020-07-16,127,127,0,0,0
Calaveras County,2020-07-16,31,19,0,0,0
Colusa County,2020-07-16,0,0,0,0,0
Contra Costa County,2020-07-16,566,457,0,0,0
Del Norte County,2020-07-16,28,28,0,0,0
El Dorado County,2020-07-16,46,38,0,0,0
Fresno County,2020-07-16,305,250,28,28,0
Glenn County,2020-07-16,0,0,0,0,0
Humboldt County,2020-07-16,74,52,15,7,0
Imperial County,2020-07-16,126,122,37,10,0
Inyo County,2020-07-16,10,1,0,0,0
Kern County,2020-07-16,24,24,15,15,0
Kings County,2020-07-16,44,43,0,0,0
Lake County,2020-07-16,0,0,0,0,0
Lassen County,2020-07-16,9,9,0,0,0
Los Angeles County,2020-07-16,4355,3527,651,651,0
Madera County ,2020-07-16,17,17,0,0,0
Marin County ,2020-07-16,177,126,44,7,0
Mariposa County,2020-07-16,44,8,0,0,0
Mendocino County,2020-07-16,92,48,0,0,0
Merced County,2020-07-16,112,35,0,0,0
Modoc County,2020-07-16,2,1,0,0,0
Mono County,2020-07-16,5,0,0,0,0
Monterey County,2020-07-16,105,102,108,15,8
Napa County ,2020-07-16,74,71,18,12,0
Nevada County ,2020-07-16,70,10,0,0,0
Orange County,2020-07-16,666,554,78,78,0
Placer County,2020-07-16,74,49,12,12,0
Plumas County,2020-07-16,4,4,0,0,0
Riverside County,2020-07-16,336,336,15,15,0
Sacramento County,2020-07-16,525,492,63,63,0
San Benito County,2020-07-16,20,20,3,3,0
San Bernardino County,2020-07-16,50,37,20,0,20
San Diego County,2020-07-16,1606,233,44,44,0
San Francisco,2020-07-16,2407,1883,91,91,0
San Joaquin County,2020-07-16,73,64,8,8,0
San Luis Obispo County,2020-07-16,155,0,14,14,0
San Mateo County,2020-07-16,165,165,0,0,0
Santa Barbara County,2020-07-16,136,114,0,0,0
Santa Clara County,2020-07-16,674,456,105,81,0
Santa Cruz County,2020-07-16,149,130,35,0,12
Shasta County,2020-07-16,97,97,0,0,0
Sierra County,2020-07-16,0,0,0,0,0
Siskiyou County,2020-07-16,4,4,6,6,0
Solano County,2020-07-16,201,136,0,0,0
Sonoma County,2020-07-16,28,27,24,24,0
Stanislaus County,2020-07-16,131,108,0,0,0
Sutter County,2020-07-16,21,21,5,5,0
Tehama County,2020-07-16,0,0,5,5,0
Trinity County,2020-07-16,10,0,0,0,0
Tulare County,2020-07-16,113,70,0,0,0
Tuolumne County,2020-07-16,50,34,0,0,0
Ventura County,2020-07-16,331,130,0,0,0
Yolo County,2020-07-16,167,112,0,0,0
Yuba County,2020-07-16,6,6,5,5,0
Wilton Rancheria Tribe,2020-07-16,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-16,0,0,5,5,0
Alameda County,2020-07-17,652,510,91,91,0
Alpine County,2020-07-17,0,0,0,0,0
Amador County,2020-07-17,0,0,0,0,0
Butte County,2020-07-17,127,127,0,0,0
Calaveras County,2020-07-17,31,19,0,0,0
Colusa County,2020-07-17,0,0,0,0,0
Contra Costa County,2020-07-17,566,462,0,0,0
Del Norte County,2020-07-17,28,28,0,0,0
El Dorado County,2020-07-17,46,38,0,0,0
Fresno County,2020-07-17,305,250,28,28,0
Glenn County,2020-07-17,0,0,0,0,0
Humboldt County,2020-07-17,74,52,15,7,0
Imperial County,2020-07-17,126,121,37,10,0
Inyo County,2020-07-17,10,1,0,0,0
Kern County,2020-07-17,24,24,15,15,0
Kings County,2020-07-17,44,43,0,0,0
Lake County,2020-07-17,0,0,0,0,0
Lassen County,2020-07-17,9,9,0,0,0
Los Angeles County,2020-07-17,4355,3555,651,651,0
Madera County ,2020-07-17,17,17,0,0,0
Marin County ,2020-07-17,177,123,44,7,0
Mariposa County,2020-07-17,44,8,0,0,0
Mendocino County,2020-07-17,92,48,0,0,0
Merced County,2020-07-17,112,35,0,0,0
Modoc County,2020-07-17,2,1,0,0,0
Mono County,2020-07-17,5,0,0,0,0
Monterey County,2020-07-17,105,102,108,15,8
Napa County ,2020-07-17,74,71,18,12,0
Nevada County ,2020-07-17,70,10,0,0,0
Orange County,2020-07-17,666,551,78,78,0
Placer County,2020-07-17,74,49,12,12,0
Plumas County,2020-07-17,4,4,0,0,0
Riverside County,2020-07-17,334,334,15,15,0
Sacramento County,2020-07-17,525,492,63,63,0
San Benito County,2020-07-17,21,21,3,3,0
San Bernardino County,2020-07-17,50,37,20,0,20
San Diego County,2020-07-17,1606,233,44,44,0
San Francisco,2020-07-17,2407,1895,91,91,0
San Joaquin County,2020-07-17,73,64,8,8,0
San Luis Obispo County,2020-07-17,155,0,14,14,0
San Mateo County,2020-07-17,164,164,0,0,0
Santa Barbara County,2020-07-17,127,114,0,0,0
Santa Clara County,2020-07-17,674,456,105,81,0
Santa Cruz County,2020-07-17,149,129,35,0,12
Shasta County,2020-07-17,97,97,0,0,0
Sierra County,2020-07-17,0,0,0,0,0
Siskiyou County,2020-07-17,4,4,6,6,0
Solano County,2020-07-17,205,136,0,0,0
Sonoma County,2020-07-17,28,27,24,24,0
Stanislaus County,2020-07-17,131,108,0,0,0
Sutter County,2020-07-17,21,21,5,5,0
Tehama County,2020-07-17,0,0,5,5,0
Trinity County,2020-07-17,10,0,0,0,0
Tulare County,2020-07-17,113,71,0,0,0
Tuolumne County,2020-07-17,50,34,0,0,0
Ventura County,2020-07-17,331,130,0,0,0
Yolo County,2020-07-17,167,108,0,0,0
Yuba County,2020-07-17,6,6,5,5,0
Wilton Rancheria Tribe,2020-07-17,0,0,10,10,0
Bishop Paiute Tribal Council,2020-07-17,0,0,5,5,0
Alameda County,2020-07-20,652,508,91,91,0
Alpine County,2020-07-20,0,0,0,0,0
Amador County,2020-07-20,0,0,0,0,0
Butte County,2020-07-20,127,127,0,0,0
Calaveras County,2020-07-20,31,19,0,0,0
Colusa County,2020-07-20,0,0,0,0,0
Contra Costa County,2020-07-20,566,457,0,0,0
Del Norte County,2020-07-20,28,28,0,0,0
El Dorado County,2020-07-20,46,38,0,0,0
Fresno County,2020-07-20,305,250,28,28,0
Glenn County,2020-07-20,0,0,0,0,0
Humboldt County,2020-07-20,74,52,15,7,0
Imperial County,2020-07-20,126,121,37,10,0
Inyo County,2020-07-20,10,1,0,0,0
Kern County,2020-07-20,22,22,15,15,0
Kings County,2020-07-20,44,44,0,0,0
Lake County,2020-07-20,0,0,0,0,0
Lassen County,2020-07-20,9,9,0,0,0
Los Angeles County,2020-07-20,4355,3596,651,651,0
Madera County ,2020-07-20,17,17,0,0,0
Marin County ,2020-07-20,177,123,44,7,0
Mariposa County,2020-07-20,44,7,0,0,0
Mendocino County,2020-07-20,92,48,0,0,0
Merced County,2020-07-20,112,35,0,0,0
Modoc County,2020-07-20,2,1,0,0,0
Mono County,2020-07-20,5,0,0,0,0
Monterey County,2020-07-20,105,102,108,15,8
Napa County ,2020-07-20,74,71,18,12,0
Nevada County ,2020-07-20,70,10,0,0,0
Orange County,2020-07-20,666,557,78,78,0
Placer County,2020-07-20,101,50,12,12,0
Plumas County,2020-07-20,4,4,0,0,0
Riverside County,2020-07-20,333,333,15,15,0
Sacramento County,2020-07-20,525,492,63,63,0
San Benito County,2020-07-20,23,23,3,3,0
San Bernardino County,2020-07-20,50,37,20,0,20
San Diego County,2020-07-20,1606,216,44,44,0
San Francisco,2020-07-20,2407,1916,91,91,0
San Joaquin County,2020-07-20,73,64,8,8,0
San Luis Obispo County,2020-07-20,155,0,14,14,0
San Mateo County,2020-07-20,163,163,0,0,0
Santa Barbara County,2020-07-20,132,113,0,0,0
Santa Clara County,2020-07-20,674,456,105,81,0
Santa Cruz County,2020-07-20,149,134,35,0,12
Shasta County,2020-07-20,97,97,0,0,0
